indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero_enc,experiencia_relevante_enc,inscricao_universidade_enc,nivel_educacao_enc,area_formacao_enc,tipo_empresa_enc,dimensao_empresa_enc,anos_desde_ultimo_emprego_enc,real,previsto_lr,previsto_arvore,previsto_rf,previsto_rf_opt
0.91,162,21.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.92,38,8.0,2,0,0,5,1,6,0,0,0,0,0,0,0
0.899,108,10.0,2,0,0,4,1,6,8,1,0,0,0,0,0
0.897,100,1.0,0,0,0,4,1,1,5,0,0,0,0,0,0
0.698,48,2.0,2,1,0,4,1,0,7,6,0,1,1,1,1
0.55,16,3.0,0,1,0,4,1,0,7,0,0,1,1,1,1
0.767,52,3.0,0,1,0,4,1,5,0,0,0,0,0,1,1
0.897,17,4.0,2,1,1,5,1,0,2,0,0,0,0,0,0
0.949,43,3.0,2,1,3,4,1,6,8,5,0,0,0,0,0
0.926,39,4.0,1,1,1,5,1,4,0,2,0,0,0,0,0
0.923,7,15.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.8270000000000001,46,21.0,2,0,1,5,1,4,2,5,0,0,0,0,0
0.624,108,1.0,2,1,0,3,2,0,7,6,1,1,1,1,1
0.754,80,5.0,2,1,1,4,1,0,7,0,1,1,1,1,1
0.6659999999999999,13,21.0,0,0,3,4,1,3,0,5,0,0,1,1,1
0.897,5,9.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.727,122,6.0,2,0,2,4,1,0,7,0,1,1,1,1,1
0.887,53,21.0,2,0,1,4,1,1,7,1,0,1,0,0,0
0.7390000000000001,50,5.0,2,1,0,5,1,0,7,0,1,1,1,1,1
0.698,45,9.0,0,1,3,0,2,0,7,6,0,0,0,0,0
0.91,56,21.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.4479999999999999,36,5.0,2,1,3,4,1,1,3,1,0,1,1,1,1
0.915,6,14.0,2,0,3,3,2,1,2,0,1,0,0,0,0
0.92,4,11.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.92,81,1.0,0,1,3,5,1,0,7,6,1,0,0,0,0
0.92,22,21.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.764,51,14.0,2,0,2,5,1,2,1,0,0,0,0,0,0
0.897,12,7.0,2,0,3,5,1,6,4,0,0,0,0,0,0
0.691,40,12.0,2,0,3,4,1,0,7,5,1,1,1,1,1
0.92,24,3.0,2,1,1,3,2,0,7,0,1,0,0,0,1
0.913,15,5.0,2,0,3,4,1,5,8,6,0,0,0,0,0
0.5579999999999999,5,1.0,2,1,1,4,1,0,0,0,0,0,1,1,1
0.92,90,3.0,0,1,3,3,2,0,7,6,0,0,0,0,0
0.897,80,4.0,0,1,0,4,1,0,7,4,1,1,1,1,1
0.926,66,21.0,1,0,3,5,4,1,8,5,0,0,0,0,0
0.92,39,2.0,2,0,3,4,4,5,8,0,0,0,0,0,0
0.624,67,11.0,2,0,3,4,1,1,4,0,1,1,1,1,1
0.924,258,21.0,2,1,3,4,0,0,7,1,1,0,1,0,0
0.624,56,3.0,0,0,3,5,1,1,1,0,1,0,1,1,1
0.92,56,12.0,2,0,3,4,1,6,0,1,0,0,0,0,0
0.939,74,9.0,2,1,3,4,1,0,7,0,0,1,0,0,0
0.698,28,10.0,0,1,3,5,1,1,4,0,1,0,0,0,0
0.698,18,6.0,0,0,3,0,2,1,4,0,0,0,0,0,0
0.92,48,4.0,0,0,3,4,1,4,7,0,1,1,0,0,0
0.727,43,6.0,0,0,1,4,1,1,0,0,0,0,0,1,1
0.92,94,21.0,2,0,3,4,1,1,3,3,0,0,0,0,0
0.698,6,3.0,0,0,3,3,2,1,8,1,0,0,0,0,0
0.624,103,15.0,2,0,3,4,4,1,0,0,0,0,1,1,1
0.624,69,5.0,2,0,0,5,1,0,7,0,0,1,1,1,1
0.624,48,12.0,2,0,3,4,1,1,5,0,0,1,1,1,1
0.624,70,4.0,2,1,3,3,2,0,7,6,0,1,1,1,1
0.92,166,9.0,0,1,3,2,2,0,7,4,0,0,0,0,0
0.727,106,21.0,2,0,3,0,2,0,7,5,0,0,0,0,0
0.92,28,21.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.624,21,5.0,2,1,3,3,2,0,7,6,0,1,1,1,1
0.92,129,10.0,2,0,3,5,1,1,3,3,0,0,0,0,0
0.939,22,11.0,2,0,3,4,1,1,3,1,0,0,0,0,0
0.92,4,21.0,1,1,0,5,1,4,6,5,0,0,0,0,0
0.92,103,21.0,2,0,3,4,0,0,7,3,1,0,1,1,1
0.925,4,21.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.624,56,5.0,0,0,3,4,1,6,0,6,1,0,1,1,1
0.92,132,21.0,2,0,3,5,1,1,4,5,0,0,0,0,0
0.92,157,18.0,2,0,3,4,1,2,1,3,0,0,0,0,0
0.92,140,21.0,2,0,3,4,1,1,0,5,0,0,0,0,0
0.855,42,9.0,1,0,3,5,1,1,1,1,1,0,0,0,0
0.92,20,2.0,0,1,3,4,1,1,2,0,0,0,0,0,0
0.926,3,17.0,2,0,3,4,1,1,6,5,0,0,0,0,0
0.92,25,20.0,1,0,3,5,1,1,6,0,0,0,0,0,0
0.897,106,4.0,0,0,1,4,1,0,7,0,0,0,1,1,1
0.624,150,7.0,2,1,3,3,2,0,7,6,0,1,1,1,1
0.804,89,21.0,2,1,3,4,1,0,7,0,1,1,1,1,1
0.624,51,9.0,0,0,3,5,1,1,4,2,1,0,1,1,1
0.92,84,13.0,2,0,3,4,1,1,3,1,0,0,0,0,0
0.866,31,5.0,2,1,0,5,1,4,0,0,0,0,0,0,0
0.624,142,6.0,2,0,3,4,1,1,3,0,1,1,1,1,1
0.91,18,9.0,1,1,3,4,3,1,2,0,0,0,0,0,0
0.6659999999999999,60,17.0,2,1,3,4,3,1,5,1,0,1,1,0,0
0.624,22,5.0,2,0,3,4,1,1,6,0,1,1,1,1,1
0.897,40,4.0,2,0,1,4,1,1,1,2,0,0,0,0,0
0.92,336,12.0,2,1,3,4,1,1,5,0,0,0,0,0,0
0.92,70,21.0,2,0,3,4,1,1,2,5,0,0,0,0,0
0.926,109,5.0,0,1,0,3,2,4,8,6,0,0,0,0,0
0.91,27,21.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.92,36,21.0,2,0,3,5,0,0,7,0,1,0,0,1,1
0.91,34,1.0,3,1,2,3,2,0,7,6,1,0,0,0,0
0.624,50,1.0,0,1,0,4,1,0,7,6,1,1,1,1,1
0.802,13,8.0,2,0,3,3,2,1,2,0,0,0,0,0,0
0.923,100,21.0,2,0,3,4,1,6,1,2,0,0,0,0,0
0.924,37,21.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.899,10,7.0,2,0,3,4,1,0,6,2,0,0,1,1,1
0.92,236,15.0,0,0,3,5,1,1,0,1,0,0,0,0,0
0.92,104,21.0,1,0,3,1,1,2,6,0,1,0,0,0,0
0.624,9,14.0,2,0,3,5,1,1,0,5,1,0,1,1,1
0.55,23,8.0,0,0,3,4,1,0,7,0,1,1,1,1,1
0.698,4,15.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.624,8,2.0,2,0,1,4,1,5,4,0,1,1,1,1,1
0.92,7,10.0,2,1,0,5,1,0,7,0,0,0,0,1,1
0.887,56,9.0,0,1,3,4,2,0,7,6,1,1,1,1,1
0.527,24,17.0,2,0,3,4,1,1,8,6,0,1,1,1,1
0.92,30,5.0,0,0,3,4,1,4,2,0,0,0,0,0,0
0.926,37,4.0,2,1,0,4,1,0,7,6,0,1,0,0,0
0.91,46,1.0,1,0,3,4,1,1,5,0,0,0,0,0,0
0.92,24,19.0,2,1,3,5,1,5,8,1,0,0,0,0,0
0.92,78,21.0,2,1,3,4,1,1,7,5,0,1,0,0,0
0.926,17,13.0,2,0,3,4,1,1,8,0,0,0,0,0,0
0.624,57,3.0,2,0,3,4,1,6,0,0,0,0,1,1,1
0.92,84,11.0,2,0,3,4,1,6,0,0,0,0,0,0,0
0.624,39,2.0,2,1,3,4,1,4,5,0,0,1,1,1,1
0.913,39,21.0,2,0,3,4,6,1,1,0,0,0,0,0,0
0.624,72,7.0,2,0,3,4,1,0,7,0,1,1,1,1,1
0.92,35,21.0,2,0,3,4,1,1,1,3,0,0,0,0,0
0.897,70,8.0,2,0,3,5,1,0,7,0,0,0,0,0,0
0.91,8,1.0,2,0,3,4,3,1,0,0,0,0,0,0,0
0.8959999999999999,20,2.0,0,1,0,3,2,0,7,0,1,0,0,0,0
0.926,92,9.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.897,37,2.0,0,1,0,4,1,0,7,6,1,1,1,1,1
0.83,157,13.0,2,0,3,5,1,1,7,0,0,1,0,0,0
0.92,18,21.0,2,0,3,3,2,1,6,1,0,0,0,0,0
0.855,13,14.0,2,0,3,4,1,1,5,5,0,0,0,0,0
0.91,150,12.0,2,1,3,4,1,0,7,2,1,1,1,1,1
0.91,38,21.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.7959999999999999,94,2.0,2,1,2,2,2,0,7,6,0,0,0,0,0
0.624,17,7.0,0,0,3,5,1,1,2,5,1,0,1,1,1
0.91,30,21.0,0,0,3,4,1,1,0,0,0,0,0,0,0
0.624,82,2.0,2,1,0,4,1,0,7,6,0,1,1,1,1
0.624,9,4.0,2,1,0,0,2,1,2,0,1,0,1,0,1
0.55,50,10.0,2,0,3,4,1,1,8,6,1,1,1,1,1
0.913,28,19.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.738,2,17.0,2,0,3,4,1,1,6,2,0,1,0,0,0
0.92,155,8.0,2,0,3,4,1,1,8,1,0,0,0,0,0
0.624,29,6.0,0,0,3,4,1,1,4,1,0,1,1,1,1
0.527,2,9.0,2,1,0,3,2,0,7,6,1,1,1,1,1
0.92,80,5.0,2,1,3,2,2,0,7,6,0,0,0,0,0
0.624,44,4.0,0,0,0,5,1,0,4,0,0,0,1,1,1
0.895,13,4.0,0,0,0,5,1,6,4,1,1,0,0,0,0
0.92,21,6.0,1,0,3,4,1,6,4,0,0,0,0,0,0
0.479,38,9.0,0,1,2,3,2,5,8,0,0,1,1,1,1
0.743,74,15.0,2,1,3,4,1,0,5,6,0,0,1,1,1
0.55,116,1.0,0,0,3,4,1,1,4,0,1,1,1,1,1
0.915,30,2.0,0,0,3,4,1,1,6,0,0,0,0,0,0
0.767,17,5.0,2,1,0,4,1,0,7,0,1,1,1,1,1
0.7879999999999999,155,21.0,2,0,3,5,1,0,7,5,0,0,1,0,0
0.926,24,21.0,2,0,3,5,1,5,4,0,0,0,0,0,0
0.897,226,10.0,2,0,3,1,1,1,1,5,0,0,0,0,0
0.624,50,9.0,2,1,3,4,1,0,7,0,1,1,1,1,1
0.92,87,9.0,2,1,0,3,2,2,0,0,1,0,0,0,0
0.92,32,18.0,0,1,3,4,1,1,3,5,0,0,0,0,0
0.92,129,11.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.92,170,21.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.624,50,12.0,2,0,3,4,1,1,2,0,0,1,1,1,1
0.926,48,13.0,0,0,3,4,1,1,1,0,0,0,0,0,0
0.923,61,2.0,0,1,0,4,1,2,1,0,0,0,0,0,0
0.698,30,9.0,0,0,0,5,1,1,1,2,1,0,0,0,1
0.624,100,5.0,1,0,3,4,1,1,5,0,1,1,1,1,1
0.743,43,2.0,0,1,3,4,1,0,7,0,1,1,1,1,1
0.624,9,10.0,2,0,3,4,1,1,3,1,1,1,1,1,1
0.92,46,21.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.91,56,3.0,0,0,3,5,1,1,3,1,0,0,0,0,0
0.899,17,21.0,1,0,3,4,1,1,1,0,0,0,0,0,0
0.92,29,18.0,2,0,3,4,1,4,7,1,0,1,0,0,0
0.92,72,9.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.939,13,10.0,0,1,2,5,1,0,7,6,0,0,0,0,0
0.92,14,14.0,2,0,3,4,1,1,4,5,0,0,0,0,0
0.926,24,21.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.926,6,6.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.91,33,9.0,0,0,3,5,1,1,2,0,0,0,0,0,0
0.624,18,8.0,2,1,2,5,1,2,4,0,0,1,1,1,1
0.92,84,11.0,0,0,3,4,1,0,3,3,0,0,1,0,0
0.895,18,14.0,2,0,3,5,1,1,4,2,0,0,0,0,0
0.866,163,10.0,2,0,0,5,1,1,5,0,0,0,0,0,0
0.92,34,9.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.926,34,21.0,2,0,3,3,2,1,8,6,0,0,0,0,0
0.624,41,9.0,2,0,0,4,5,0,7,0,1,1,1,1,1
0.92,126,11.0,2,1,3,4,1,1,1,5,0,0,0,0,0
0.866,144,6.0,2,0,3,4,1,0,1,0,0,0,1,0,0
0.624,20,3.0,2,0,3,4,1,1,3,0,0,1,1,1,1
0.794,7,10.0,2,0,3,5,1,0,7,1,0,1,1,1,1
0.924,133,16.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.8270000000000001,49,18.0,0,0,1,5,2,1,3,5,1,1,0,0,0
0.738,25,6.0,2,0,3,4,1,6,1,0,0,0,0,1,1
0.926,21,5.0,2,1,0,4,1,5,0,0,0,0,0,0,0
0.74,73,11.0,1,0,0,4,1,1,0,6,0,0,0,1,1
0.624,55,7.0,2,0,3,4,1,1,5,1,1,1,1,1,1
0.624,30,8.0,0,0,0,4,1,0,7,6,1,1,1,1,1
0.92,18,15.0,2,1,3,4,1,1,0,5,1,0,0,0,0
0.698,111,8.0,2,0,3,4,1,1,8,0,0,0,0,0,0
0.738,68,4.0,2,1,0,5,5,1,7,6,1,1,0,0,0
0.92,25,2.0,2,1,0,3,2,0,7,0,1,0,0,0,1
0.92,11,10.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.624,224,14.0,2,0,3,5,1,6,4,0,0,0,1,0,0
0.924,64,12.0,0,0,3,4,1,0,7,1,0,0,1,1,1
0.949,58,16.0,2,0,3,0,2,1,2,2,0,0,0,0,0
0.855,132,3.0,0,0,3,5,1,1,4,0,0,0,0,0,0
0.762,16,14.0,2,0,3,4,1,0,7,5,1,1,1,1,1
0.624,10,2.0,0,0,3,4,1,1,4,1,1,1,1,1,1
0.92,36,21.0,2,0,3,4,1,0,7,0,1,0,1,1,1
0.624,49,2.0,2,1,3,3,2,0,7,6,0,1,1,1,1
0.897,29,2.0,0,1,0,4,1,0,7,0,1,1,1,1,1
0.926,77,14.0,2,0,3,3,2,1,8,1,0,0,0,0,0
0.856,332,15.0,2,0,0,4,1,1,8,2,0,0,0,0,0
0.92,126,21.0,2,0,3,4,1,6,4,0,0,0,0,0,0
0.92,21,16.0,0,0,3,4,1,2,1,0,0,0,0,0,0
0.92,10,18.0,2,0,3,4,6,0,7,4,0,0,1,1,1
0.92,50,10.0,2,1,0,4,1,0,5,0,0,0,1,1,1
0.897,54,21.0,2,0,3,5,1,0,7,2,0,0,0,0,0
0.92,336,6.0,2,1,3,2,2,0,7,6,0,0,0,0,0
0.855,109,11.0,2,0,3,4,1,0,7,3,1,1,1,1,1
0.92,112,4.0,2,0,0,3,2,0,7,0,1,0,0,1,1
0.915,52,14.0,2,0,3,4,1,0,7,1,0,1,1,1,1
0.764,45,6.0,2,0,3,4,1,6,8,0,0,0,0,0,0
0.92,20,17.0,2,0,3,4,1,0,7,5,1,1,1,1,1
0.624,2,6.0,2,0,3,4,1,1,3,1,1,1,1,1,1
0.6890000000000001,88,2.0,0,1,3,3,2,0,7,6,0,1,1,0,0
0.624,144,5.0,2,0,0,4,1,5,8,1,1,1,1,1,1
0.92,95,9.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.74,9,10.0,2,0,3,4,1,1,0,0,1,0,0,0,0
0.794,12,9.0,1,1,3,4,3,0,7,0,1,1,1,1,1
0.738,28,8.0,1,0,3,3,2,0,7,6,0,1,0,0,0
0.92,224,21.0,1,0,3,4,1,1,1,5,0,0,0,0,0
0.624,30,16.0,2,0,3,5,3,1,8,0,1,0,1,0,0
0.92,34,13.0,2,0,3,4,1,1,0,5,0,0,0,0,0
0.92,88,8.0,2,1,0,4,1,0,7,0,1,1,1,1,1
0.855,2,3.0,0,0,0,4,1,0,7,0,0,0,1,1,1
0.884,141,10.0,3,0,3,5,1,1,1,5,0,0,0,0,0
0.939,39,21.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.884,26,16.0,2,0,3,5,1,1,4,1,1,0,0,0,0
0.807,37,21.0,0,0,3,4,1,0,7,3,0,1,1,1,1
0.698,21,14.0,2,0,3,5,1,4,8,0,0,0,0,0,0
0.926,322,12.0,2,0,3,4,1,6,4,0,0,0,0,0,0
0.624,111,8.0,2,1,0,3,2,0,7,6,0,1,1,1,1
0.624,7,7.0,2,0,3,5,1,1,6,5,1,1,1,1,1
0.624,46,5.0,2,1,0,3,2,0,7,6,1,1,1,1,1
0.92,20,20.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.624,61,6.0,2,1,0,4,1,0,7,6,1,1,1,1,1
0.624,85,12.0,2,0,3,4,1,1,2,5,1,1,1,1,1
0.698,132,20.0,2,0,3,5,1,1,4,1,0,0,0,0,0
0.923,52,2.0,2,1,0,3,2,0,7,6,0,0,0,0,0
0.624,12,4.0,2,0,3,4,1,1,4,0,1,1,1,1,1
0.624,58,9.0,2,0,0,4,1,1,3,0,1,1,1,1,1
0.897,81,6.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.92,24,5.0,1,1,0,4,1,0,7,0,0,1,1,1,1
0.743,222,7.0,1,0,3,5,1,1,4,1,0,0,0,0,0
0.855,15,3.0,0,0,3,5,1,0,7,0,0,0,0,0,0
0.92,20,21.0,2,0,3,5,1,4,3,5,0,0,0,0,0
0.92,2,5.0,3,1,0,4,5,2,8,0,0,0,0,0,0
0.91,64,21.0,2,0,3,5,1,1,4,5,0,0,0,0,0
0.92,7,16.0,1,0,3,4,1,1,3,1,0,0,0,0,0
0.624,140,4.0,0,0,3,4,1,1,4,0,0,0,1,1,1
0.855,90,16.0,2,0,3,4,1,1,8,0,0,0,0,0,0
0.754,68,9.0,2,1,3,3,2,0,7,6,0,1,0,0,0
0.926,118,13.0,2,0,3,3,2,1,1,5,0,0,0,0,0
0.8959999999999999,31,10.0,2,0,3,5,4,1,4,0,0,0,0,0,0
0.92,55,9.0,2,1,0,3,2,0,7,6,1,0,0,0,0
0.843,56,21.0,2,0,3,5,1,1,8,5,0,0,0,0,0
0.7759999999999999,59,16.0,0,1,3,5,1,1,4,6,0,0,0,0,0
0.939,59,7.0,2,0,0,4,1,0,7,1,0,1,0,0,0
0.92,52,18.0,2,0,3,5,4,3,6,5,0,0,0,0,0
0.92,118,10.0,2,0,3,4,1,1,6,0,0,0,0,0,0
0.92,28,4.0,2,1,0,4,1,0,7,0,1,1,1,1,1
0.91,22,9.0,0,1,0,4,1,0,7,0,0,0,1,1,1
0.754,75,17.0,2,0,3,4,1,1,5,0,0,0,0,0,0
0.624,39,5.0,1,0,3,0,2,0,7,0,0,1,1,1,1
0.895,56,15.0,0,0,3,5,1,1,4,0,0,0,0,0,0
0.92,92,2.0,1,0,3,4,0,1,3,0,0,0,0,0,0
0.92,20,17.0,1,0,3,4,4,1,2,0,0,0,0,0,0
0.754,28,21.0,2,0,3,4,1,4,2,5,0,0,0,0,0
0.624,44,1.0,2,1,3,4,1,5,0,0,1,1,1,1,1
0.926,108,2.0,0,0,3,4,0,0,7,0,0,0,0,0,0
0.925,34,21.0,2,0,3,4,1,0,7,5,0,0,1,1,1
0.926,16,10.0,2,0,3,4,1,1,2,6,0,0,0,0,0
0.92,300,8.0,0,0,3,4,1,1,5,1,0,0,0,0,0
0.8959999999999999,66,4.0,2,0,3,4,1,0,7,0,0,1,1,1,1
0.624,330,9.0,1,0,3,5,1,1,1,4,1,1,1,1,1
0.91,84,6.0,2,1,0,4,1,0,7,6,0,1,1,1,1
0.847,7,2.0,2,1,0,3,2,0,7,0,0,0,0,0,0
0.926,218,11.0,2,0,3,4,1,1,3,0,1,0,0,0,0
0.939,57,21.0,2,0,3,1,1,1,1,5,0,0,0,0,0
0.624,20,8.0,2,0,0,4,1,1,3,1,1,1,1,1,1
0.926,13,9.0,2,1,3,3,2,0,7,6,0,0,0,0,0
0.92,56,21.0,0,0,3,0,2,0,7,1,1,0,0,0,0
0.682,204,6.0,2,1,3,4,1,0,2,0,0,0,1,1,1
0.939,32,21.0,2,0,3,4,1,0,7,0,0,0,0,0,0
0.92,26,11.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.7759999999999999,22,21.0,2,0,3,4,1,0,7,5,0,1,1,1,1
0.866,55,2.0,0,1,3,4,1,5,8,0,0,0,0,0,0
0.855,334,15.0,2,0,3,5,1,1,5,6,0,0,0,0,0
0.92,26,5.0,2,0,3,4,3,1,8,0,0,0,0,0,0
0.6890000000000001,24,8.0,2,0,3,4,1,2,8,6,0,0,1,0,0
0.91,7,21.0,2,0,3,4,2,4,2,5,0,1,0,0,0
0.92,192,17.0,2,0,3,4,1,1,2,3,1,0,0,0,0
0.92,64,13.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.754,96,21.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.624,48,9.0,2,1,0,3,2,0,7,6,1,1,1,1,1
0.855,22,4.0,2,0,1,3,2,1,2,0,0,0,0,0,0
0.926,264,6.0,2,1,0,3,2,0,7,0,0,0,0,0,0
0.804,7,7.0,2,0,3,1,1,1,5,5,1,0,0,0,0
0.624,222,10.0,2,0,3,4,1,1,3,0,0,0,1,1,1
0.921,308,5.0,1,0,0,4,1,1,4,0,0,0,0,0,0
0.624,10,3.0,2,0,3,5,1,5,4,0,0,1,1,1,1
0.926,74,15.0,1,0,3,5,1,1,2,2,0,0,0,0,0
0.624,70,9.0,2,1,0,4,1,0,7,6,1,1,1,1,1
0.624,35,9.0,0,0,3,5,1,0,7,5,0,1,1,1,1
0.939,300,11.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.92,44,7.0,1,1,3,5,1,1,3,0,0,0,0,0,0
0.923,30,3.0,2,1,3,5,1,1,3,6,0,0,0,0,0
0.8959999999999999,67,11.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.855,13,21.0,2,1,3,4,1,0,7,5,0,1,1,1,1
0.92,54,21.0,0,0,3,4,0,1,3,5,0,0,0,0,0
0.855,322,21.0,2,0,3,4,1,1,0,0,0,0,0,0,0
0.884,66,21.0,0,0,3,3,2,1,1,0,0,0,0,0,0
0.924,9,9.0,2,0,0,4,1,1,1,0,0,0,0,0,0
0.74,312,9.0,2,1,3,3,2,0,7,6,0,0,0,0,0
0.926,151,9.0,0,0,0,3,2,5,8,0,0,0,0,0,0
0.926,2,8.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.691,96,9.0,2,0,0,4,1,1,5,1,0,0,1,0,0
0.897,11,6.0,2,0,1,4,1,2,1,0,0,0,0,0,0
0.7959999999999999,121,6.0,2,0,0,4,1,0,7,0,0,1,1,1,1
0.903,6,21.0,2,1,3,5,4,1,2,5,0,0,0,0,0
0.92,162,2.0,0,0,3,4,5,1,1,0,0,0,0,0,0
0.91,15,2.0,2,0,3,5,1,1,8,0,0,0,0,0,0
0.92,33,21.0,0,0,1,5,1,1,3,5,0,0,0,0,0
0.92,37,11.0,2,1,0,3,2,0,7,6,1,0,0,0,0
0.92,28,16.0,2,0,3,4,4,1,4,2,0,0,0,0,0
0.92,21,21.0,2,0,3,4,4,0,7,5,0,0,1,1,1
0.91,42,6.0,2,0,3,4,1,1,0,2,0,0,0,0,0
0.92,11,6.0,0,0,3,4,1,1,2,0,0,0,0,0,0
0.624,166,13.0,2,0,0,5,1,0,7,1,0,1,1,1,1
0.926,14,11.0,2,0,3,3,2,1,2,0,0,0,0,0,0
0.743,25,18.0,2,0,3,5,1,1,2,5,0,0,0,0,0
0.624,4,6.0,2,0,3,4,1,1,0,0,1,0,1,1,1
0.92,40,21.0,2,0,0,4,1,1,3,0,0,0,0,0,0
0.91,7,21.0,2,0,3,4,1,1,6,5,0,0,0,0,0
0.92,68,21.0,2,0,3,5,1,0,1,0,0,0,0,0,0
0.624,5,6.0,0,0,3,5,1,0,7,0,1,1,1,1,1
0.92,196,5.0,0,1,0,5,1,4,7,0,0,0,0,0,0
0.555,43,4.0,2,0,0,4,1,0,7,0,1,1,1,1,1
0.92,50,9.0,0,1,3,4,1,0,7,0,0,1,1,1,1
0.6890000000000001,24,9.0,0,0,3,4,1,1,8,5,0,0,1,0,0
0.924,126,21.0,2,0,3,4,1,1,7,0,0,0,0,0,0
0.92,90,4.0,1,0,3,4,4,1,1,0,0,0,0,0,0
0.91,22,21.0,2,0,3,4,6,1,0,5,0,0,0,0,0
0.92,100,4.0,2,0,3,5,4,4,0,1,0,0,0,0,0
0.92,6,18.0,2,0,3,4,1,1,3,1,0,0,0,0,0
0.92,99,10.0,2,0,3,5,1,1,3,1,0,0,0,0,0
0.855,45,16.0,2,0,0,5,5,0,7,5,1,0,1,0,0
0.698,10,2.0,2,0,3,4,1,1,1,0,0,1,0,0,0
0.624,134,15.0,2,0,3,4,1,1,1,0,1,0,1,1,1
0.926,73,8.0,2,0,3,4,1,1,0,5,0,0,0,0,0
0.527,145,9.0,2,0,3,4,1,1,8,1,0,1,1,1,1
0.926,17,12.0,2,0,0,4,1,1,1,2,0,0,0,0,0
0.92,22,4.0,2,0,3,4,1,1,4,3,0,0,0,0,0
0.893,32,21.0,2,0,3,5,1,2,1,0,0,0,0,0,0
0.855,63,16.0,2,0,3,5,1,1,3,3,0,0,0,0,0
0.926,62,9.0,2,0,3,5,1,0,4,0,0,0,0,0,0
0.92,49,10.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.698,55,21.0,2,0,3,5,1,4,8,6,0,0,0,0,0
0.92,84,21.0,1,0,3,4,4,2,4,0,0,0,0,0,0
0.92,26,9.0,2,0,3,4,1,1,4,1,1,0,0,0,0
0.804,22,11.0,2,0,3,5,5,1,8,0,0,0,0,0,0
0.887,50,4.0,0,1,1,4,1,0,7,0,1,1,1,1,1
0.624,48,2.0,0,0,0,5,1,1,4,4,1,1,1,1,1
0.897,130,4.0,0,0,3,5,1,4,6,0,0,0,0,0,0
0.802,86,11.0,2,0,3,4,1,1,7,6,0,1,0,0,0
0.698,254,6.0,2,1,3,3,2,2,5,6,0,0,0,0,0
0.527,3,5.0,2,0,0,3,2,0,7,6,0,1,1,1,1
0.91,116,21.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.6890000000000001,32,2.0,2,1,1,3,2,0,7,0,1,1,1,1,1
0.866,24,21.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.624,56,4.0,1,0,1,4,1,0,7,0,0,1,1,1,1
0.926,39,9.0,0,0,3,3,2,0,0,3,0,0,0,0,0
0.899,29,3.0,2,0,0,3,2,1,3,1,0,0,0,0,0
0.624,110,10.0,2,0,0,5,1,1,8,0,1,0,1,1,1
0.624,12,7.0,2,0,3,4,1,1,4,0,1,1,1,1,1
0.897,26,21.0,2,0,3,5,1,2,4,5,0,0,0,0,0
0.722,162,6.0,2,1,0,4,4,0,7,1,0,1,1,1,1
0.897,51,4.0,2,1,3,5,0,0,7,6,1,0,0,0,0
0.92,39,2.0,0,0,3,4,1,0,7,0,1,0,1,1,1
0.92,25,7.0,2,0,3,4,1,1,2,2,0,0,0,0,0
0.91,56,8.0,2,0,3,5,1,1,2,0,0,0,0,0,0
0.624,21,13.0,2,1,0,4,1,2,0,0,1,0,1,1,1
0.624,20,9.0,0,1,3,3,2,0,7,6,1,1,1,1,1
