indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero,experiencia_relevante,inscricao_universidade,nivel_educacao,area_formacao,tipo_empresa,dimensao_empresa,anos_desde_ultimo_emprego,target
0.92,94,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Outro,Setor público,10000 ou mais,Mais de 4 anos,0
0.926,17,7.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.92,6,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,2 anos,0
0.624,39,2.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.92,78,1.0,Feminino,Com experiência relevante,Não inscrito,Mestrado,Humanidades,Startup financiada,10 a 49,1 ano,0
0.92,92,21.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,50 a 99,Mais de 4 anos,0
0.926,56,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,Mais de 4 anos,0
0.92,8,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,Mais de 4 anos,0
0.691,45,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.6890000000000001,24,9.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,Mais de 4 anos,0
0.769,36,14.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,5000 a 9999,2 anos,0
0.92,182,21.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,1000 a 4999,2 anos,0
0.939,46,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.926,138,21.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,0
0.5579999999999999,11,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.897,37,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",ONG,Menos de 10,2 anos,1
0.698,22,6.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.92,31,2.0,Desconhecido,Sem experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,50 a 99,2 anos,0
0.855,236,4.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,10,9.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,Sem especialização,Desconhecido,Desconhecido,1 ano,1
0.92,125,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Sem especialização,Empresa privada,5000 a 9999,1 ano,0
0.624,50,5.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.7759999999999999,22,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,Desconhecido,Nunca,0
0.624,85,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,1
0.8959999999999999,23,4.0,Feminino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.925,58,21.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.923,37,19.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.897,37,8.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.926,324,7.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.897,123,14.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.91,78,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,3 anos,1
0.624,22,1.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.91,157,3.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Desconhecido,10000 ou mais,1 ano,0
0.92,54,11.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.897,34,7.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,1 ano,0
0.926,76,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,4 anos,0
0.92,31,21.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Outro,10 a 49,Mais de 4 anos,0
0.727,83,19.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,2 anos,0
0.698,67,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Startup em fase inicial,Menos de 10,Nunca,0
0.762,6,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.7759999999999999,28,3.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,50 a 99,1 ano,0
0.92,154,21.0,Desconhecido,Sem experiência relevante,Não inscrito,Mestrado,Humanidades,Setor público,10000 ou mais,4 anos,0
0.624,53,10.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.624,126,2.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.926,86,4.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.698,328,5.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10000 ou mais,1 ano,1
0.624,26,4.0,Desconhecido,Com experiência relevante,Desconhecido,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,4 anos,1
0.899,96,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,Mais de 4 anos,0
0.92,43,3.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.624,76,2.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,1000 a 4999,2 anos,0
0.92,8,3.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,Menos de 10,Desconhecido,0
0.624,164,4.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,1
0.91,53,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,Mais de 4 anos,0
0.624,44,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,4 anos,0
0.893,28,13.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,98,2.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,45,7.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.89,20,7.0,Masculino,Com experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Empresa privada,10 a 49,2 anos,0
0.92,23,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,1
0.92,7,11.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Desconhecido,Desconhecido,2 anos,1
0.91,36,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.698,69,2.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Ensino Secundário,Desconhecido,Startup em fase inicial,Menos de 10,1 ano,0
0.74,32,11.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.7809999999999999,63,4.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.923,24,21.0,Desconhecido,Sem experiência relevante,Não inscrito,Mestrado,Humanidades,Desconhecido,Desconhecido,Mais de 4 anos,1
0.92,26,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.92,18,21.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,5000 a 9999,2 anos,0
0.939,84,11.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,Mais de 4 anos,0
0.624,45,1.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Desconhecido,Desconhecido,Empresa privada,Desconhecido,Nunca,1
0.91,36,16.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,Mais de 4 anos,0
0.903,200,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,4 anos,0
0.92,106,9.0,Feminino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,10,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Nunca,1
0.92,13,5.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,1
0.924,39,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.624,14,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,Nunca,1
0.92,29,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.897,91,6.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,10 a 49,1 ano,0
0.698,16,10.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.91,74,4.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,1 ano,0
0.924,7,3.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,Menos de 10,2 anos,0
0.836,141,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.527,111,2.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.913,14,14.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,Menos de 10,Mais de 4 anos,0
0.926,74,9.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.949,174,14.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,2 anos,0
0.624,126,6.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.897,14,21.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,Desconhecido,1 ano,0
0.926,47,21.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.865,50,5.0,Masculino,Com experiência relevante,Desconhecido,Ensino Secundário,Desconhecido,Setor público,50 a 99,3 anos,0
0.92,34,13.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Outro,Empresa privada,10000 ou mais,1 ano,0
0.926,11,6.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,30,5.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,1000 a 4999,1 ano,0
0.624,204,2.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,262,14.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.939,55,5.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.897,256,5.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,1
0.92,101,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Artes,Desconhecido,Desconhecido,Nunca,0
0.939,6,10.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.855,95,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.926,23,12.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,10 a 49,1 ano,0
0.624,10,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.89,87,21.0,Feminino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,Menos de 10,4 anos,0
0.92,61,9.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Desconhecido,1
0.682,103,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.855,8,6.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.624,22,6.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,Nunca,1
0.92,35,8.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,Desconhecido,Mais de 4 anos,0
0.939,9,6.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",ONG,5000 a 9999,1 ano,0
0.743,132,1.0,Desconhecido,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,1000 a 4999,1 ano,0
0.698,200,8.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.789,40,17.0,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.802,4,12.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,100 a 500,1 ano,0
0.925,105,6.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,50 a 99,2 anos,0
0.92,135,7.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,10 a 49,1 ano,0
0.926,96,15.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,2 anos,0
0.855,75,4.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.92,15,21.0,Outro,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,1
0.92,40,21.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,Mais de 4 anos,0
0.843,56,19.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.624,25,7.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,2 anos,0
0.887,4,21.0,Masculino,Com experiência relevante,Desconhecido,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.855,6,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.913,9,6.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,4 anos,0
0.92,44,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,3 anos,0
0.624,72,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.855,62,9.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,4 anos,0
0.92,110,20.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,0
0.624,31,8.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.743,278,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.91,29,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.91,24,19.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.92,96,9.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,1 ano,0
0.624,21,6.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Nunca,1
0.899,25,2.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,10 a 49,Nunca,0
0.939,103,4.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Gestão e Negócios,Empresa privada,1000 a 4999,4 anos,0
0.767,79,6.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.92,154,5.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Outro,Desconhecido,50 a 99,2 anos,0
0.92,84,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.893,50,9.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.743,157,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,3 anos,0
0.92,36,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Artes,Desconhecido,Desconhecido,1 ano,1
0.92,14,7.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,4 anos,0
0.887,154,1.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,Menos de 10,1 ano,0
0.897,126,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.624,135,5.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,1
0.92,136,6.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10000 ou mais,2 anos,0
0.926,13,6.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,50 a 99,2 anos,0
0.6659999999999999,38,10.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.91,47,10.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.624,69,5.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,Nunca,0
0.884,224,4.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,14,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Outro,Desconhecido,Desconhecido,Mais de 4 anos,0
0.8270000000000001,52,13.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.92,54,5.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,Menos de 10,1 ano,0
0.624,83,5.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.887,38,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.926,12,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,100 a 500,Mais de 4 anos,0
0.924,21,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.624,57,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,1
0.624,29,1.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Menos de 10,1 ano,0
0.92,29,1.0,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,Artes,Desconhecido,Desconhecido,1 ano,0
0.769,104,7.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.92,14,5.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.754,10,10.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.7659999999999999,131,6.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.926,72,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,4 anos,0
0.91,106,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,50 a 99,Mais de 4 anos,0
0.843,35,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
